workerid	byWords	condition	item	response	sentence	slide_number
10	[]	filler	filler	73	The programmer that work for the largest computer server corporation have could many experience in customer service	52
10	[]	2	1	73	No story that the ambassadors consulted the diplomats has ever been acknowledged.	53
10	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	54
10	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	55
10	[]	filler	filler	69	The apartments that no family wanted to inhabit are rumored to be haunted by a mean ghost.	56
10	[]	filler	filler	73	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	57
10	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	58
10	[]	filler	filler	73	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	60
10	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	61
10	[]	0	19	73	The undefined that no nurse showed patience in the operating room has ever been known outside the hospital.	62
10	[]	filler	filler	69	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	63
10	[]	2	18	73	No fact that the professors wanted any negativity in a class debate has ever been claimed.	64
10	[]	filler	filler	69	The psychologist's opinion that no individual could succeed without a college education was mentioned in the university brochure.	65
10	[]	filler	filler	69	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	66
10	[]	filler	filler	73	Most poets that are considered to be extremely famous has written  poems about current events. 	67
10	[]	0	17	73	The belief that no suspect was nervous in the court room has ever been reported.	68
10	[]	filler	filler	73	Most computers that the senior citizens are capable of using correctly have uses outdated technology.	69
10	[]	0	15	73	The assumption that no customers expressed any optimism for a full refund has ever been reported in the newspaper.	70
10	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	71
10	[]	0	13	69	The realization that no accountant saw a rise in the quarterly profits has ever been claimed.	72
10	[]	filler	filler	73	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	73
10	[]	filler	filler	73	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	74
10	[]	0	3	73	The declaration that no lawyers received criticism for a bad trial has ever been disputed. 	75
10	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	77
11	[]	filler	filler	69	This is a simple sentence to get you started.	5
11	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
11	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	8
11	[]	2	7	73	No news that the coach drafted the player has ever made him nervous.	9
11	[]	filler	filler	73	The books that the elementary school board approved for class were ever banned from reading lists nationwide.	10
11	[]	2	12	73	No assurance that the politician was trusted by the rural communities has ever caused concern.	11
11	[]	filler	filler	69	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	13
11	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	14
11	[]	filler	filler	69	The pilot's estimation that there would be no turbulence during the flight was communicated to her passengers.	15
11	[]	0	6	69	The remark that no employee was kind to the rude customers has ever been reported to the manager.	16
11	[]	filler	filler	73	No blogger's hunch that a main character from the hit show would die next season was given much consideration by the show's producers.	17
11	[]	filler	filler	None	The exhibits that no tourist visited during summer vacation were advertised very poorly.	18
11	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	19
11	[]	filler	filler	69	The items that no family member needed were sold at the neighborhood yard sale.	20
11	[]	2	17	73	No belief that the teacher sparked any inspiration in the students has ever concerned the parents.	23
11	[]	filler	filler	69	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	26
11	[]	0	18	73	The fact that no actors were hurt in the dangerous stunt has ever been proven to be bogus.	28
11	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	29
11	[]	2	19	73	No undefined that the ambassadors consulted the diplomats has ever been acknowledged.	30
11	[]	filler	filler	73	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	31
11	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	32
11	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	33
11	[]	0	13	73	The realization that no lawyers received criticism for a bad trial has ever been disputed. 	34
11	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	35
11	[]	filler	filler	73	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	36
11	[]	filler	filler	73	Most poets that are considered to be extremely famous has written  poems about current events. 	37
11	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	38
11	[]	filler	filler	73	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	39
11	[]	0	3	69	The declaration that no detergent caused damage to the delicate clothing has ever been debunked.	40
11	[]	filler	filler	69	The minivans that no families wanted to purchase were redesigned to be more affordable and attractive.	41
11	[]	filler	filler	69	The apartments that no family wanted to inhabit are rumored to be haunted by a mean ghost.	42
11	[]	filler	filler	69	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	43
11	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	44
11	[]	filler	filler	73	The soccer players that could won the tournament were very upset with their coach.	45
11	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	47
11	[]	0	15	73	The assumption that no comments caused any bitterness toward the media has ever been substantiated.	48
11	[]	filler	filler	73	Most computers that the senior citizens are capable of using correctly have uses outdated technology.	49
11	[]	2	11	69	No presumption that the suspect was nervous in the court room has ever been reported.	50
11	[]	filler	filler	73	The programmer that work for the largest computer server corporation have could many experience in customer service	51
11	[]	filler	filler	73	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	52
11	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	53
11	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	54
11	[]	2	0	69	No report that the nurse showed patience in the operating room has ever been known outside the hospital.	55
11	[]	filler	filler	73	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	58
11	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	59
11	[]	0	16	69	The inkling that no teacher punished the students for cheating has ever been proven true	60
11	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	62
11	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	63
11	[]	0	9	69	The information that no student succeeded in the math class has ever been taken seriously by the principal.	64
11	[]	filler	filler	69	The companies that needs young business often advertise in the magazines that many men enjoys reading.	65
11	[]	0	5	73	The confirmation that no medic rescued the victim has never caused outrage.	66
11	[]	filler	filler	69	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	67
11	[]	2	14	69	No assertion that the professors wanted any negativity in a class debate has ever been claimed.	68
11	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	69
11	[]	filler	filler	69	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	70
11	[]	filler	filler	69	The psychologist's opinion that no individual could succeed without a college education was mentioned in the university brochure.	71
11	[]	filler	filler	69	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	73
11	[]	2	8	69	No allegation that the customers expressed any optimism for a full refund has ever been reported in the newspaper.	74
11	[]	filler	filler	69	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	75
11	[]	0	1	73	The story that no librarians helped the students has ever made the rounds.	76
11	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	77
12	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
12	[]	filler	filler	69	The next sentence will start the experiment.	7
12	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	8
12	[]	filler	filler	69	The programmer's opinion that no software would sell without attractive packaging was taken seriously by the retailers.	10
12	[]	2	9	73	No information that the detergent caused damage to the delicate clothing has ever been debunked.	11
12	[]	filler	filler	69	The apartments that no family wanted to inhabit are rumored to be haunted by a mean ghost.	12
12	[]	0	5	69	The confirmation that no comments caused any bitterness toward the media has ever been substantiated.	13
12	[]	filler	filler	73	Most computers that the senior citizens are capable of using correctly have uses outdated technology.	14
12	[]	filler	filler	69	The exhibits that no tourist visited during summer vacation were advertised very poorly.	15
12	[]	filler	filler	None	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	16
12	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	17
12	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	18
12	[]	2	4	69	No disclosure that the coach drafted the player has ever made him nervous.	19
12	[]	filler	filler	73	The rainforests that were the subject of much debate has been unders federal protection.	20
12	[]	0	19	73	The undefined that no accountant saw a rise in the quarterly profits has ever been claimed.	23
12	[]	filler	filler	69	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	24
12	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	25
12	[]	0	14	69	The assertion that no diplomats supported the war has ever turned out to be false.	26
12	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	27
12	[]	0	7	69	The news that no customers expressed any optimism for a full refund has ever been reported in the newspaper.	28
12	[]	filler	filler	69	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	29
12	[]	filler	filler	69	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	30
12	[]	2	18	69	No fact that the librarians helped the students has ever made the rounds.	31
12	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	32
12	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	33
12	[]	0	11	69	The presumption that no teacher sparked any inspiration in the students has ever concerned the parents.	34
12	[]	filler	filler	69	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	35
12	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	36
12	[]	filler	filler	73	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	38
12	[]	0	16	69	The inkling that no critics recommended the best-selling novel has ever been proven.	39
12	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	40
12	[]	filler	filler	69	The books that the elementary school board approved for class were ever banned from reading lists nationwide.	41
12	[]	filler	filler	73	The soccer players that could won the tournament were very upset with their coach.	42
12	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	43
12	[]	filler	filler	69	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	44
12	[]	0	8	69	The allegation that no nurse showed patience in the operating room has ever been known outside the hospital.	45
12	[]	filler	filler	69	The secret documents that no spy could find were hidden in an underground vault.	46
12	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	47
12	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	48
12	[]	0	2	69	The admission that no student succeeded in the math class has ever been taken seriously by the principal.	49
12	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	50
12	[]	2	17	69	No belief that the lawyers received criticism for a bad trial has ever been disputed. 	51
12	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	52
12	[]	2	13	69	No realization that the suspect was nervous in the court room has ever been reported.	53
12	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	54
12	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	55
12	[]	2	1	69	No story that the teacher punished the students for cheating has ever been proven true	56
12	[]	filler	filler	69	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	57
12	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	58
12	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	59
12	[]	0	0	69	The report that no employee was kind to the rude customers has ever been reported to the manager.	60
12	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	61
13	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
13	[]	filler	filler	69	The items that no family member needed were sold at the neighborhood yard sale.	8
13	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	9
13	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	10
13	[]	filler	filler	73	The exhibits that no tourist visited during summer vacation were advertised very poorly.	11
13	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	15
13	[]	2	1	69	No story that the professors wanted any negativity in a class debate has ever been claimed.	16
13	[]	filler	filler	69	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	17
13	[]	filler	filler	69	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	18
13	[]	filler	filler	73	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	19
13	[]	0	13	None	The realization that no detergent caused damage to the delicate clothing has ever been debunked.	20
13	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	21
13	[]	0	15	73	The assumption that no nurse showed patience in the operating room has ever been known outside the hospital.	22
13	[]	0	0	73	The report that no politician was trusted by the rural communities has ever caused concern.	27
13	[]	filler	filler	69	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	28
13	[]	0	7	73	The news that no ambassadors consulted the diplomats has ever been acknowledged.	29
13	[]	2	12	73	No assurance that the comments caused any bitterness toward the media has ever been substantiated.	31
13	[]	filler	filler	69	No blogger's hunch that a main character from the hit show would die next season was given much consideration by the show's producers.	32
13	[]	0	8	73	The allegation that no actors were hurt in the dangerous stunt has ever been proven to be bogus.	33
13	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	34
13	[]	filler	filler	73	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	35
13	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	36
13	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	37
13	[]	filler	filler	73	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	38
13	[]	0	5	69	The confirmation that no employee was kind to the rude customers has ever been reported to the manager.	39
13	[]	filler	filler	73	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	40
13	[]	filler	filler	73	The rainforests that were the subject of much debate has been unders federal protection.	43
13	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	44
13	[]	2	9	69	No information that the diplomats supported the war has ever turned out to be false.	45
13	[]	filler	filler	73	The programmer that work for the largest computer server corporation have could many experience in customer service	46
13	[]	filler	filler	73	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	47
13	[]	filler	filler	69	The psychologist's opinion that no individual could succeed without a college education was mentioned in the university brochure.	50
13	[]	2	3	69	No declaration that the student succeeded in the math class has ever been taken seriously by the principal.	51
13	[]	filler	filler	73	Most poets that are considered to be extremely famous has written  poems about current events. 	52
13	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	53
13	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	54
13	[]	filler	filler	73	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	55
13	[]	2	14	73	No assertion that the lawyers received criticism for a bad trial has ever been disputed. 	56
13	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	57
13	[]	filler	filler	73	The books that the elementary school board approved for class were ever banned from reading lists nationwide.	59
13	[]	filler	filler	73	The pilot's estimation that there would be no turbulence during the flight was communicated to her passengers.	60
13	[]	filler	filler	73	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	62
13	[]	filler	filler	69	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	63
13	[]	2	16	73	No inkling that the librarians helped the students has ever made the rounds.	64
13	[]	filler	filler	73	The professor's speculation that no practical counter-examples would turn up in the article was justified.	65
13	[]	filler	filler	73	Most computers that the senior citizens are capable of using correctly have uses outdated technology.	66
13	[]	filler	filler	73	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	67
13	[]	filler	filler	73	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	69
13	[]	0	17	69	The belief that no critics recommended the best-selling novel has ever been proven.	70
13	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	71
13	[]	filler	filler	73	The secret documents that no spy could find were hidden in an underground vault.	72
13	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	73
13	[]	filler	filler	73	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	74
13	[]	2	6	73	No remark that the medic rescued the victim has never caused outrage.	75
13	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	76
13	[]	0	2	73	The admission that no coach drafted the player has ever made him nervous.	77
14	[]	filler	filler	None	This is a simple sentence to get you started.	5
14	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
14	[]	filler	filler	69	The next sentence will start the experiment.	7
14	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	8
14	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	9
14	[]	filler	filler	73	The soccer players that could won the tournament were very upset with their coach.	10
14	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	11
14	[]	2	18	73	No fact that the customers expressed any optimism for a full refund has ever been reported in the newspaper.	12
14	[]	filler	filler	73	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	13
14	[]	0	17	73	The belief that no coach drafted the player has ever made him nervous.	14
14	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	16
14	[]	2	16	73	No inkling that the librarians helped the students has ever made the rounds.	17
14	[]	filler	filler	73	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	18
14	[]	2	14	69	No assertion that the lawyers received criticism for a bad trial has ever been disputed. 	20
14	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	23
14	[]	0	13	69	The realization that no critics recommended the best-selling novel has ever been proven.	24
14	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	25
14	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	27
14	[]	2	12	69	No assurance that the comments caused any bitterness toward the media has ever been substantiated.	28
14	[]	filler	filler	69	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	29
14	[]	filler	filler	69	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	30
14	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	34
14	[]	0	1	73	The story that no actors were hurt in the dangerous stunt has ever been proven to be bogus.	36
14	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	37
14	[]	0	19	73	The undefined that no diplomats supported the war has ever turned out to be false.	41
14	[]	filler	filler	73	Most computers that the senior citizens are capable of using correctly have uses outdated technology.	42
14	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	43
14	[]	0	3	69	The declaration that no accountant saw a rise in the quarterly profits has ever been claimed.	44
14	[]	filler	filler	73	The programmer that work for the largest computer server corporation have could many experience in customer service	45
14	[]	0	5	69	The confirmation that no detergent caused damage to the delicate clothing has ever been debunked.	46
14	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	47
14	[]	2	0	69	No report that the nurse showed patience in the operating room has ever been known outside the hospital.	48
14	[]	filler	filler	69	The programmer's opinion that no software would sell without attractive packaging was taken seriously by the retailers.	49
14	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	50
14	[]	filler	filler	69	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	52
14	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	54
14	[]	2	10	69	No revelation that the professors wanted any negativity in a class debate has ever been claimed.	55
14	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	56
14	[]	2	4	73	No disclosure that the medic rescued the victim has never caused outrage.	57
14	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	58
14	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	61
14	[]	0	7	73	The news that no employee was kind to the rude customers has ever been reported to the manager.	62
14	[]	filler	filler	73	The rainforests that were the subject of much debate has been unders federal protection.	63
14	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	64
14	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	65
14	[]	filler	filler	69	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	66
14	[]	2	8	69	No allegation that the suspect was nervous in the court room has ever been reported.	67
14	[]	filler	filler	69	No historian's conjecture that a consensus would emerge on how to ration food fairly was supported by historical data.	68
14	[]	filler	filler	69	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	69
14	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	70
14	[]	2	6	69	No remark that the teacher punished the students for cheating has ever been proven true	72
14	[]	0	15	None	The assumption that no student succeeded in the math class has ever been taken seriously by the principal.	74
14	[]	filler	filler	69	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	75
14	[]	filler	filler	69	The items that no family member needed were sold at the neighborhood yard sale.	76
14	[]	filler	filler	69	The pilot's estimation that there would be no turbulence during the flight was communicated to her passengers.	77
15	[]	filler	filler	69	The next sentence will start the experiment.	7
15	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	8
15	[]	2	15	69	No assumption that the diplomats supported the war has ever turned out to be false.	9
15	[]	filler	filler	73	The exhibits that no tourist visited during summer vacation were advertised very poorly.	10
15	[]	2	8	69	No allegation that the accountant saw a rise in the quarterly profits has ever been claimed.	12
15	[]	filler	filler	73	No historian's conjecture that a consensus would emerge on how to ration food fairly was supported by historical data.	13
15	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	14
15	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	15
15	[]	filler	filler	69	The programmer's opinion that no software would sell without attractive packaging was taken seriously by the retailers.	21
15	[]	filler	filler	69	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	22
15	[]	0	10	73	The revelation that no ambassadors consulted the diplomats has ever been acknowledged.	25
15	[]	filler	filler	73	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	26
15	[]	filler	filler	69	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	27
15	[]	filler	filler	73	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	28
15	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	29
15	[]	filler	filler	73	The rainforests that were the subject of much debate has been unders federal protection.	30
15	[]	filler	filler	69	The psychologist's opinion that no individual could succeed without a college education was mentioned in the university brochure.	31
15	[]	0	4	69	The disclosure that no suspect was nervous in the court room has ever been reported.	32
15	[]	filler	filler	None	The papers that the students wants to write for the introductory course have no errors at all.	33
15	[]	filler	filler	69	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	34
15	[]	2	1	73	No story that the professors wanted any negativity in a class debate has ever been claimed.	35
15	[]	filler	filler	73	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	36
15	[]	filler	filler	73	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	38
15	[]	filler	filler	73	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	40
15	[]	0	19	73	The undefined that no lawyers received criticism for a bad trial has ever been disputed. 	41
15	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	42
15	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	43
15	[]	2	18	73	No fact that the detergent caused damage to the delicate clothing has ever been debunked.	44
15	[]	filler	filler	73	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	45
15	[]	2	11	73	No presumption that the employee was kind to the rude customers has ever been reported to the manager.	46
15	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	47
15	[]	2	12	69	No assurance that the teacher sparked any inspiration in the students has ever concerned the parents.	48
15	[]	filler	filler	73	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	51
15	[]	0	3	69	The declaration that no customers expressed any optimism for a full refund has ever been reported in the newspaper.	52
15	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	53
15	[]	filler	filler	69	The minivans that no families wanted to purchase were redesigned to be more affordable and attractive.	54
15	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	55
15	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	56
15	[]	0	17	None	The belief that no teacher punished the students for cheating has ever been proven true	57
15	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	58
15	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	59
15	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	60
15	[]	2	6	73	No remark that the actors were hurt in the dangerous stunt has ever been proven to be bogus.	61
15	[]	filler	filler	69	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	62
15	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	63
15	[]	filler	filler	69	The soccer players that could won the tournament were very upset with their coach.	64
15	[]	filler	filler	69	The apartments that no family wanted to inhabit are rumored to be haunted by a mean ghost.	67
15	[]	0	7	69	The news that no critics recommended the best-selling novel has ever been proven.	68
15	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	69
15	[]	0	9	73	The information that no politician was trusted by the rural communities has ever caused concern.	70
15	[]	filler	filler	73	Most poets that are considered to be extremely famous has written  poems about current events. 	71
15	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	72
15	[]	filler	filler	73	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	73
15	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	74
16	[]	filler	filler	69	This is a simple sentence to get you started.	5
16	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
16	[]	filler	filler	69	The next sentence will start the experiment.	7
16	[]	filler	filler	69	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	8
16	[]	filler	filler	None	The papers that the students wants to write for the introductory course have no errors at all.	9
16	[]	2	12	69	No assurance that the suspect was nervous in the court room has ever been reported.	10
